geometry,Crime Type:,Occurrence Date/Time:,Location:,City:,Neighbourhood:,Prevention Tips:,Victim's Guide:
"X: 492318.8587, Y: 5458667.7163, Z: NaN",Offence Against a Person,2026-04-06T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 492742.1058, Y: 5458429.1691, Z: NaN",Offence Against a Person,2026-04-04T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 492569.0205, Y: 5459010.0124, Z: NaN",Offence Against a Person,2026-04-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 490720.1022, Y: 5458163.8044, Z: NaN",Other Theft,2026-04-12T08:07:00.0000000,12XX GRANVILLE ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491225.5157, Y: 5459497.4916, Z: NaN",Other Theft,2026-04-04T22:00:00.0000000,11XX W HASTINGS ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490016.2521, Y: 5458519.1515, Z: NaN",Other Theft,2026-04-10T03:00:00.0000000,12XX BEACH AVE,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490595.337, Y: 5458486.0399, Z: NaN",Other Theft,2026-04-03T15:55:00.0000000,12XX BURRARD ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490595.337, Y: 5458486.0399, Z: NaN",Other Theft,2026-04-07T14:00:00.0000000,12XX BURRARD ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490595.337, Y: 5458486.0399, Z: NaN",Other Theft,2026-04-13T10:44:00.0000000,12XX BURRARD ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 494944.556, Y: 5457898.2055, Z: NaN",Other Theft,2026-04-03T18:54:00.0000000,12XX COMMERCIAL DR,VAN,Grandview-Woodland,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490863.6588, Y: 5458323.1988, Z: NaN",Other Theft,2026-04-04T15:00:00.0000000,11XX GRANVILLE ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491005.9986, Y: 5457850.7891, Z: NaN",Other Theft,2026-04-08T17:30:00.0000000,13XX PACIFIC BLVD,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492612.2716, Y: 5457798.0918, Z: NaN",Other Theft,2026-04-05T00:55:00.0000000,14XX QUEBEC ST,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492288.3814, Y: 5457616.3293, Z: NaN",Other Theft,2026-04-03T23:17:00.0000000,16XX SALT ST,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492288.3814, Y: 5457616.3293, Z: NaN",Other Theft,2026-04-05T03:52:00.0000000,16XX SALT ST,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492288.3814, Y: 5457616.3293, Z: NaN",Other Theft,2026-04-05T19:32:00.0000000,16XX SALT ST,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492288.3814, Y: 5457616.3293, Z: NaN",Other Theft,2026-04-06T23:59:00.0000000,16XX SALT ST,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492288.3814, Y: 5457616.3293, Z: NaN",Other Theft,2026-04-09T20:13:00.0000000,16XX SALT ST,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490419.584, Y: 5457877.1578, Z: NaN",Other Theft,2026-04-11T17:55:00.0000000,16XX GRANVILLE ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491610.0218, Y: 5457429.3488, Z: NaN",Other Theft,2026-04-06T05:30:00.0000000,18XX SPYGLASS PL,VAN,Fairview,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 494926.7657, Y: 5457382.9702, Z: NaN",Other Theft,2026-04-08T23:00:00.0000000,17XX COMMERCIAL DR,VAN,Grandview-Woodland,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492569.3686, Y: 5458843.9296, Z: NaN",Other Theft,2026-04-08T01:00:00.0000000,1XX E CORDOVA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492578.836, Y: 5458747.6532, Z: NaN",Other Theft,2026-04-04T08:00:00.0000000,1XX E HASTINGS ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 488880.804, Y: 5457277.688, Z: NaN",Other Theft,2026-04-06T01:32:00.0000000,21XX W 4TH AVE,VAN,Kitsilano,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 488785.2667, Y: 5456793.3212, Z: NaN",Other Theft,2026-04-07T01:15:00.0000000,21XX W BROADWAY AVE,VAN,Kitsilano,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491656.6827, Y: 5456919.9744, Z: NaN",Other Theft,2026-04-11T03:21:00.0000000,22XX CAMBIE ST,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491658.3575, Y: 5458377.3128, Z: NaN",Other Theft,2026-04-13T04:16:00.0000000,1XX ROBSON ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492202.7667, Y: 5457483.0889, Z: NaN",Other Theft,2026-04-06T21:00:00.0000000,1XX W 1ST AVE,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492136.5513, Y: 5456712.2622, Z: NaN",Other Theft,2026-04-08T21:30:00.0000000,1XX W BROADWAY AVE,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492136.5513, Y: 5456712.2622, Z: NaN",Other Theft,2026-04-14T21:02:00.0000000,1XX W BROADWAY AVE,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491655.4471, Y: 5456826.9493, Z: NaN",Other Theft,2026-04-03T01:40:00.0000000,23XX CAMBIE ST,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491655.4471, Y: 5456826.9493, Z: NaN",Other Theft,2026-04-07T21:23:00.0000000,23XX CAMBIE ST,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491655.4471, Y: 5456826.9493, Z: NaN",Other Theft,2026-04-09T03:50:00.0000000,23XX CAMBIE ST,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491655.4471, Y: 5456826.9493, Z: NaN",Other Theft,2026-04-10T19:07:00.0000000,23XX CAMBIE ST,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491655.4471, Y: 5456826.9493, Z: NaN",Other Theft,2026-04-10T19:10:00.0000000,23XX CAMBIE ST,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 496507.236, Y: 5458707.9678, Z: NaN",Other Theft,2026-04-12T04:39:00.0000000,27XX E HASTINGS ST,VAN,Hastings-Sunrise,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 495839.7418, Y: 5454290.8868, Z: NaN",Other Theft,2026-04-11T23:33:00.0000000,23XX KINGSWAY AVE,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497676.5083, Y: 5456180.5258, Z: NaN",Other Theft,2026-04-07T17:20:00.0000000,28XX BENTALL ST,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 496503.5011, Y: 5458707.9804, Z: NaN",Other Theft,2026-04-03T03:33:00.0000000,27XX E HASTINGS ST,VAN,Hastings-Sunrise,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492916.3825, Y: 5458420.0583, Z: NaN",Other Theft,2026-04-06T16:51:00.0000000,2XX E GEORGIA ST,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 496808.7101, Y: 5458716.797, Z: NaN",Other Theft,2026-04-04T05:45:00.0000000,29XX E HASTINGS ST,VAN,Hastings-Sunrise,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 496808.7101, Y: 5458716.797, Z: NaN",Other Theft,2026-04-05T00:29:00.0000000,29XX E HASTINGS ST,VAN,Hastings-Sunrise,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492637.6715, Y: 5456237.8605, Z: NaN",Other Theft,2026-04-02T22:07:00.0000000,29XX MAIN ST,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492637.6715, Y: 5456237.8605, Z: NaN",Other Theft,2026-04-07T22:09:00.0000000,29XX MAIN ST,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492451.4638, Y: 5458847.3249, Z: NaN",Other Theft,2026-04-10T20:04:00.0000000,2X E CORDOVA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492810.3136, Y: 5458835.8549, Z: NaN",Other Theft,2026-04-16T07:47:00.0000000,2XX E CORDOVA ST,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-03T21:15:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-04T02:53:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-04T03:27:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-04T05:08:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-05T16:41:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-06T04:12:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-06T05:50:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-07T00:00:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-07T22:40:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-07T23:30:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-08T01:47:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-08T02:44:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-08T15:07:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-08T15:58:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-08T23:47:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-09T03:09:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-11T00:48:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-11T22:53:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-12T00:06:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-12T05:51:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-12T15:46:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-12T17:33:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-12T20:47:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-12T23:20:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-13T01:00:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-13T19:11:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-13T22:25:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-14T00:36:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-14T01:13:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-14T05:17:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-14T17:30:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-14T17:57:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-15T04:27:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-15T19:19:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-16T01:52:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497311.413, Y: 5456155.9402, Z: NaN",Other Theft,2026-04-16T04:35:00.0000000,31XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497634.0761, Y: 5453286.5094, Z: NaN",Other Theft,2026-04-06T17:55:00.0000000,34XX KINGSWAY AVE,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497634.0761, Y: 5453286.5094, Z: NaN",Other Theft,2026-04-10T23:59:00.0000000,34XX KINGSWAY AVE,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497634.0761, Y: 5453286.5094, Z: NaN",Other Theft,2026-04-13T22:10:00.0000000,34XX KINGSWAY AVE,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492744.4635, Y: 5458659.0682, Z: NaN",Other Theft,2026-04-05T00:00:00.0000000,4XX MAIN ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491435.5478, Y: 5458599.7512, Z: NaN",Other Theft,2026-04-14T23:33:00.0000000,4XX ROBSON ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491435.5478, Y: 5458599.7512, Z: NaN",Other Theft,2026-04-15T01:19:00.0000000,4XX ROBSON ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492622.776, Y: 5454677.1016, Z: NaN",Other Theft,2026-04-07T15:19:00.0000000,44XX MAIN ST,VAN,Riley Park,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492622.776, Y: 5454677.1016, Z: NaN",Other Theft,2026-04-16T00:34:00.0000000,44XX MAIN ST,VAN,Riley Park,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492624.8617, Y: 5454755.4471, Z: NaN",Other Theft,2026-04-09T15:38:00.0000000,44XX MAIN ST,VAN,Riley Park,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491525.979, Y: 5456417.3884, Z: NaN",Other Theft,2026-04-03T01:34:00.0000000,5XX W 12TH AVE,VAN,Fairview,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491589.4187, Y: 5456728.2549, Z: NaN",Other Theft,2026-04-08T03:39:00.0000000,5XX W BROADWAY AVE,VAN,Fairview,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491589.4187, Y: 5456728.2549, Z: NaN",Other Theft,2026-04-11T02:42:00.0000000,5XX W BROADWAY AVE,VAN,Fairview,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491589.4187, Y: 5456728.2549, Z: NaN",Other Theft,2026-04-12T18:37:00.0000000,5XX W BROADWAY AVE,VAN,Fairview,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491589.4187, Y: 5456728.2549, Z: NaN",Other Theft,2026-04-13T02:09:00.0000000,5XX W BROADWAY AVE,VAN,Fairview,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491589.4187, Y: 5456728.2549, Z: NaN",Other Theft,2026-04-13T15:17:00.0000000,5XX W BROADWAY AVE,VAN,Fairview,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491589.4187, Y: 5456728.2549, Z: NaN",Other Theft,2026-04-13T23:36:00.0000000,5XX W BROADWAY AVE,VAN,Fairview,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491603.3348, Y: 5458785.2991, Z: NaN",Other Theft,2026-04-04T20:00:00.0000000,6XX RICHARDS ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491303.108, Y: 5458731.4579, Z: NaN",Other Theft,2026-04-16T01:08:00.0000000,6XX ROBSON ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491866.7009, Y: 5459186.4219, Z: NaN",Other Theft,2026-04-05T23:30:00.0000000,6XX W CORDOVA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 493542.9202, Y: 5458708.9176, Z: NaN",Other Theft,2026-04-14T19:45:00.0000000,7XX E HASTINGS ST,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491511.6366, Y: 5459023.6766, Z: NaN",Other Theft,2026-04-03T02:44:00.0000000,7XX DUNSMUIR ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491531.2005, Y: 5458991.1556, Z: NaN",Other Theft,2026-04-09T00:10:00.0000000,7XX DUNSMUIR ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 493509.0666, Y: 5458924.2592, Z: NaN",Other Theft,2026-04-06T15:57:00.0000000,7XX POWELL ST,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491407.7443, Y: 5458871.8391, Z: NaN",Other Theft,2026-04-02T20:50:00.0000000,7XX W GEORGIA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491407.7443, Y: 5458871.8391, Z: NaN",Other Theft,2026-04-04T20:14:00.0000000,7XX W GEORGIA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491407.7443, Y: 5458871.8391, Z: NaN",Other Theft,2026-04-10T21:20:00.0000000,7XX W GEORGIA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491407.7443, Y: 5458871.8391, Z: NaN",Other Theft,2026-04-11T03:00:00.0000000,7XX W GEORGIA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491407.7443, Y: 5458871.8391, Z: NaN",Other Theft,2026-04-13T00:46:00.0000000,7XX W GEORGIA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491407.7443, Y: 5458871.8391, Z: NaN",Other Theft,2026-04-13T23:48:00.0000000,7XX W GEORGIA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 495870.6922, Y: 5458272.8802, Z: NaN",Other Theft,2026-04-06T11:50:00.0000000,8XX NANAIMO ST,VAN,Grandview-Woodland,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491199.5822, Y: 5458514.6694, Z: NaN",Other Theft,2026-04-10T07:00:00.0000000,9XX SEYMOUR ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491070.9169, Y: 5459044.5389, Z: NaN",Theft from Vehicle,2026-04-11T07:00:00.0000000,10XX EIHU LANE,VAN,West End,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
"X: 490978.1781, Y: 5458573.3927, Z: NaN",Theft from Vehicle,2026-04-11T06:00:00.0000000,10XX HOWE ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/theft-from-vehicles/,
